Date;Hour;Forecasted Day-ahead Total Load;Actual Total Load
20170305;12;17900;17036,175
20170305;13;18100;17101,013
20170305;14;18100;17099,388
20170305;15;17700;16842,825
20170305;16;17200;16499,750
20170305;17;17200;16596,850
20170305;18;18800;17590,250
20170305;19;19400;19037,363
20170305;20;19400;19205,563
20170305;21;18900;18771,125
20170305;22;18000;17798,600
20170305;23;17000;16885,325
20170305;24;16000;15850,488
20170306;1;15300;15062,988
20170306;2;15000;14697,888
20170306;3;15100;14520,988
20170306;4;15200;14544,313
20170306;5;15900;14939,963
20170306;6;17600;16034,913
20170306;7;20400;18578,050
20170306;8;21900;20880,050
20170306;9;22600;22048,825
20170306;10;22600;22461,763
20170306;11;22700;22265,950
20170306;12;22900;22456,525
20170306;13;23000;22516,938
20170306;14;23100;22652,775
20170306;15;22700;22253,313
20170306;16;22300;21856,800
20170306;17;22300;21662,088
20170306;18;23400;22132,575
20170306;19;23600;23088,175
20170306;20;23600;23111,475
20170306;21;23000;22493,625
20170306;22;21700;20945,538
20170306;23;20000;19363,463
20170306;24;18700;18092,025
20170307;1;17500;16997,900
20170307;2;17000;16445,175
20170307;3;16700;16135,750
20170307;4;16700;16149,300
20170307;5;17400;16455,525
20170307;6;18400;17247,725
20170307;7;21000;19248,863
20170307;8;22200;21309,350
20170307;9;22700;22351,050
20170307;10;22800;22519,025
20170307;11;22800;22424,938
20170307;12;22900;22651,113
20170307;13;22900;22657,950
20170307;14;23100;22741,063
20170307;15;22500;22443,938
20170307;16;22100;22058,663
20170307;17;22200;21895,263
20170307;18;23300;22526,638
20170307;19;23700;23582,288
20170307;20;23650;23554,550
20170307;21;23000;22717,975
20170307;22;21500;21298,450
20170307;23;19900;19658,438
20170307;24;18600;18255,838
20170308;1;17400;17204,563
20170308;2;16900;16663,938
20170308;3;16600;16398,075
20170308;4;16800;16459,238
20170308;5;17400;16708,825
20170308;6;18400;17379,500
20170308;7;21000;19512,700
20170308;8;22200;21464,613
20170308;9;22600;22481,713
20170308;10;22600;22676,113
20170308;11;22600;22570,663
20170308;12;22600;22844,013
20170308;13;22800;22798,663
20170308;14;22900;22735,725
20170308;15;22200;22180,925
20170308;16;21900;21782,713
20170308;17;21900;21594,513
20170308;18;23200;21926,625
20170308;19;23500;23060,075
20170308;20;23400;23166,688
20170308;21;22800;22595,475
20170308;22;21300;21201,400
20170308;23;19700;19679,888
20170308;24;18300;18417,775
20170309;1;17100;17348,825
20170309;2;16600;16865,663
20170309;3;16200;16603,238
20170309;4;16300;16711,850
20170309;5;16900;16861,025
20170309;6;17900;17551,063
20170309;7;20800;19425,788
20170309;8;22000;21535,763
20170309;9;22500;22565,763
20170309;10;22500;22925,313
20170309;11;22500;22855,825
20170309;12;22600;23038,125
20170309;13;22700;23045,575
20170309;14;22900;23221,725
20170309;15;22500;22897,950
20170309;16;21900;22514,000
20170309;17;21900;22380,013
20170309;18;22900;22770,963
20170309;19;23400;23560,663
20170309;20;23400;23647,513
20170309;21;22600;22856,663
20170309;22;21200;21360,625
20170309;23;19600;19749,875
20170309;24;18300;18360,813
20170310;1;17400;17402,038
20170310;2;16800;16825,588
20170310;3;16500;16416,500
20170310;4;16600;16457,350
20170310;5;17200;16777,825
20170310;6;18100;17432,575
20170310;7;21000;19403,313
20170310;8;22200;21338,250
20170310;9;22600;22392,150
20170310;10;22600;22745,800
20170310;11;22700;22608,163
20170310;12;22700;22945,813
20170310;13;22800;22912,988
20170310;14;22900;22938,525
20170310;15;22300;22611,100
20170310;16;21900;22158,725
20170310;17;21900;21905,225
20170310;18;23000;22170,400
20170310;19;23500;23222,413
20170310;20;23300;23118,000
20170310;21;22700;22443,650
20170310;22;21200;21060,363
20170310;23;19600;19551,513
20170310;24;18200;18181,013
20170311;1;17100;17086,588
20170311;2;16500;16437,638
20170311;3;16100;16004,900
20170311;4;16000;15963,488
20170311;5;16100;15997,200
20170311;6;16000;16128,075
20170311;7;17100;16662,913
20170311;8;18500;17989,125
20170311;9;19700;19368,238
20170311;10;20300;20166,513
20170311;11;20500;20424,413
20170311;12;20600;20508,050
20170311;13;20600;20288,838
20170311;14;20600;20043,038
20170311;15;19800;19346,013
20170311;16;19300;18975,838
20170311;17;19100;18821,813
20170311;18;20300;19256,250
20170311;19;20800;20484,750
20170311;20;20500;20509,050
20170311;21;19900;19988,025
20170311;22;18600;18726,688
20170311;23;17500;17546,775
20170311;24;16300;16547,363
20170312;1;15600;15506,263
20170312;2;15000;14801,200
20170312;3;14700;14370,863
20170312;4;14600;14312,250
20170312;5;14600;14295,075
20170312;6;14600;14259,975
20170312;7;15000;14321,463
20170312;8;15900;15108,500
20170312;9;16900;16207,538
20170312;10;17600;17167,763
20170312;11;17900;17720,050
20170312;12;18100;17930,375
20170312;13;18300;18076,713
20170312;14;18400;18127,125
20170312;15;18000;17700,638
20170312;16;17700;17299,750
20170312;17;17700;17189,600
20170312;18;18600;17714,113
20170312;19;19900;19263,013
20170312;20;19900;19499,663
20170312;21;19400;19025,275
20170312;22;18400;18024,050
20170312;23;17400;17096,275
20170312;24;16500;16088,963
20170313;1;15400;15268,988
20170313;2;14900;14896,313
20170313;3;14800;14701,325
20170313;4;14900;14871,850
20170313;5;15500;15331,325
20170313;6;17100;16286,613
20170313;7;20200;18641,600
20170313;8;21900;21119,013
20170313;9;22700;22363,313
20170313;10;22700;22719,188
20170313;11;22800;22523,863
20170313;12;22800;22700,375
20170313;13;23000;22784,325
20170313;14;23100;22786,738
20170313;15;22700;22363,663
20170313;16;22200;21977,188
20170313;17;22100;21856,538
20170313;18;22900;22044,275
20170313;19;23600;23223,175
20170313;20;23500;23394,338
20170313;21;22800;22725,200
20170313;22;21400;21174,450
20170313;23;19700;19541,025
20170313;24;18300;18225,013
20170314;1;17300;17268,075
20170314;2;16700;16648,088
20170314;3;16400;16288,175
20170314;4;16400;16292,375
20170314;5;17000;16605,450
20170314;6;17900;17334,063
20170314;7;20700;19325,400
20170314;8;22100;21311,400
20170314;9;22700;22327,825
20170314;10;22800;22511,275
20170314;11;22800;22192,050
20170314;12;22900;22330,975
20170314;13;23000;22310,338
20170314;14;23100;22336,150
20170314;15;22600;21791,000
20170314;16;22100;21576,888
20170314;17;22000;21404,925
20170314;18;22900;21708,688
20170314;19;23700;23127,125
20170314;20;23700;23396,313
20170314;21;22900;22728,288
20170314;22;21500;21166,388
20170314;23;19700;19447,963
20170314;24;18300;18257,300
20170315;1;17100;17143,613
20170315;2;16600;16522,225
20170315;3;16400;16225,700
20170315;4;16500;16228,263
20170315;5;16800;16515,500
20170315;6;17700;17039,438
20170315;7;20500;19020,888
20170315;8;22000;21075,488
20170315;9;22600;22109,338
20170315;10;22600;22297,688
20170315;11;22700;22072,988
20170315;12;22800;22205,450
20170315;13;22800;22065,563
20170315;14;22800;22148,013
20170315;15;22500;21721,300
20170315;16;22000;21373,338
20170315;17;21800;21117,663
20170315;18;22700;21377,513
20170315;19;23400;22872,325
20170315;20;23400;23246,138
20170315;21;22700;22582,588
20170315;22;21200;21109,788
20170315;23;19700;19392,525
20170315;24;18300;17986,875
20170316;1;17100;17033,875
20170316;2;16600;16565,150
20170316;3;16400;16219,088
20170316;4;16500;16339,338
20170316;5;16800;16588,463
20170316;6;17700;17027,213
20170316;7;20500;18974,825
20170316;8;22000;21009,600
20170316;9;22600;21835,950
20170316;10;22600;22189,613
20170316;11;22700;21943,863
20170316;12;22800;22142,838
20170316;13;22800;22165,125
20170316;14;22900;22294,175
20170316;15;22500;21855,950
20170316;16;22000;21620,788
20170316;17;21800;21413,013
20170316;18;22700;21674,238
20170316;19;23400;23015,638
20170316;20;23400;23363,225
20170316;21;22700;22683,113
20170316;22;21200;21098,500
20170316;23;19700;19488,438
20170316;24;18300;18133,800
20170317;1;17200;17136,438
20170317;2;16700;16603,975
20170317;3;16500;16268,113
20170317;4;16600;16254,625
20170317;5;16900;16548,388
20170317;6;17700;17108,063
20170317;7;20400;19066,638
20170317;8;21900;21029,613
20170317;9;22500;21727,425
20170317;10;22500;21881,025
20170317;11;22500;21760,925
20170317;12;22600;21931,300
20170317;13;22600;21941,250
20170317;14;22600;22107,688
20170317;15;22300;21729,850
20170317;16;21800;21527,175
20170317;17;21600;21371,050
20170317;18;22500;21680,550
20170317;19;23400;22717,763
20170317;20;23400;22888,538
20170317;21;22600;22106,688
20170317;22;21100;20709,625
20170317;23;19500;19060,863
20170317;24;18100;17896,188
20170318;1;17100;16934,263
20170318;2;16600;16296,725
20170318;3;16000;15911,100
20170318;4;16000;15865,125
20170318;5;16000;15895,275
20170318;6;16100;15807,413
20170318;7;17500;16513,325
20170318;8;18900;17993,250
20170318;9;19900;19248,938
20170318;10;20400;19994,138
20170318;11;20600;20275,450
20170318;12;20600;20463,425
20170318;13;20500;20280,750
20170318;14;20400;20062,488
20170318;15;19600;19408,438
20170318;16;19100;19056,275
20170318;17;19000;18883,325
20170318;18;20000;18938,900
20170318;19;20800;19902,525
20170318;20;20700;20114,813
20170318;21;20200;19488,375
20170318;22;18900;18154,750
20170318;23;17800;17102,738
20170318;24;16600;16180,713
20170319;1;15200;15155,325
20170319;2;14600;14541,700
20170319;3;14300;14259,563
20170319;4;14200;14024,413
20170319;5;14200;14002,775
20170319;6;14100;13916,663
20170319;7;14500;14064,313
20170319;8;15500;14987,250
20170319;9;16500;15945,500
20170319;10;17300;16880,613
20170319;11;17600;17348,863
20170319;12;17600;17534,363
20170319;13;17700;17631,700
20170319;14;17900;17835,050
20170319;15;17400;17519,500
20170319;16;17100;17023,525
20170319;17;17000;16929,800
20170319;18;18300;17380,750
20170319;19;19400;18938,100
20170319;20;19500;19392,425
20170319;21;19000;18866,538
20170319;22;18100;17902,913
20170319;23;17000;16993,550
20170319;24;15900;15994,100
20170320;1;15100;15140,050
20170320;2;14700;14775,900
20170320;3;14700;14556,375
20170320;4;14900;14522,225
20170320;5;15500;14908,700
20170320;6;16700;15623,175
20170320;7;19900;18406,488
20170320;8;21600;20825,538
20170320;9;22400;21859,025
20170320;10;22500;22293,213
20170320;11;22400;22150,625
20170320;12;22400;22430,163
20170320;13;22500;22610,500
20170320;14;22600;22614,463
20170320;15;22200;22136,950
20170320;16;21800;21625,350
20170320;17;21500;21490,950
20170320;18;22400;21477,675
20170320;19;23300;22691,025
20170320;20;23300;23062,675
20170320;21;22700;22343,613
20170320;22;21100;20821,788
20170320;23;19500;19190,163
20170320;24;18000;17972,463
20170321;1;17200;16998,950
20170321;2;16600;16432,850
20170321;3;16350;16030,325
20170321;4;16500;16073,700
20170321;5;17000;16374,113
20170321;6;17600;16651,975
20170321;7;20600;18797,188
20170321;8;21750;20839,350
20170321;9;22350;21749,338
20170321;10;22350;21836,400
20170321;11;22350;21731,313
20170321;12;22400;22018,163
20170321;13;22450;21985,013
20170321;14;22550;22118,113
20170321;15;22200;21723,063
20170321;16;21750;21441,050
20170321;17;21550;21098,163
20170321;18;22200;21391,288
20170321;19;23300;22812,175
20170321;20;23300;23118,375
20170321;21;22700;22515,288
20170321;22;21100;20893,863
20170321;23;19500;19296,200
20170321;24;18200;17915,500
20170322;1;17200;16827,488
20170322;2;16700;16282,475
20170322;3;16400;16046,313
20170322;4;16400;16078,988
20170322;5;16900;16292,638
20170322;6;17500;16808,725
20170322;7;20400;19093,688
20170322;8;21800;21188,150
20170322;9;22400;22127,575
20170322;10;22400;22424,088
20170322;11;22300;22325,988
20170322;12;22400;22681,088
20170322;13;22500;22760,213
20170322;14;22600;22838,100
20170322;15;22100;22325,225
20170322;16;21700;21933,488
20170322;17;21500;21732,463
20170322;18;22100;21710,138
20170322;19;23300;22871,325
20170322;20;23300;23364,363
20170322;21;22500;22687,288
20170322;22;21100;21097,800
20170322;23;19400;19414,900
20170322;24;18200;18084,075
20170323;1;17100;17075,025
20170323;2;16600;16450,775
20170323;3;16200;16204,438
20170323;4;16300;16111,400
20170323;5;16700;16437,875
20170323;6;17200;16726,675
20170323;7;20300;18950,938
20170323;8;21700;21038,988
20170323;9;22300;21890,475
20170323;10;22300;22161,988
20170323;11;22300;22053,713
20170323;12;22300;22377,525
20170323;13;22400;22452,888
20170323;14;22500;22571,600
20170323;15;22000;22199,463
20170323;16;21600;21925,738
20170323;17;21400;21743,625
20170323;18;22000;21874,988
20170323;19;23300;22909,088
20170323;20;23300;23321,275
20170323;21;22500;22625,788
20170323;22;21000;21056,988
20170323;23;19300;19350,050
20170323;24;18100;18046,875
20170324;1;17100;16985,525
20170324;2;16600;16419,013
20170324;3;16200;16171,250
20170324;4;16300;16127,363
20170324;5;16700;16463,838
20170324;6;17200;16767,763
20170324;7;20300;19027,750
20170324;8;21700;21143,100
20170324;9;22200;22014,525
20170324;10;22200;22313,213
20170324;11;22200;22168,438
20170324;12;22300;22351,613
20170324;13;22400;22374,350
20170324;14;22500;22296,338
20170324;15;22000;21840,763
20170324;16;21500;21379,038
20170324;17;21300;21076,488
20170324;18;21800;20947,163
20170324;19;23200;22093,763
20170324;20;23200;22832,775
20170324;21;22400;22138,625
20170324;22;21000;20707,938
20170324;23;19300;19028,388
20170324;24;18100;17657,088
20170325;1;17000;16778,725
20170325;2;16500;16131,488
20170325;3;16000;15747,325
20170325;4;16000;15705,300
20170325;5;16000;15757,475
20170325;6;15700;15474,950
20170325;7;17300;16432,500
20170325;8;18700;17871,688
20170325;9;19700;19207,800
20170325;10;19900;19626,950
20170325;11;19900;19772,250
20170325;12;20000;19852,413
20170325;13;19800;19520,738
20170325;14;19600;19253,388
20170325;15;18700;18507,775
20170325;16;18300;18175,225
20170325;17;18300;18063,913
20170325;18;19100;18337,625
20170325;19;20400;19702,488
20170325;20;20400;20187,913
20170325;21;19900;19610,475
20170325;22;18600;18358,900
20170325;23;17400;17238,563
20170325;24;16100;16097,413
20170326;1;15100;15152,900
20170326;1;14250;14513,688
20170326;2;14100;14189,113
20170326;3;14100;14198,738
20170326;4;14100;14258,750
20170326;5;14100;14169,738
20170326;6;15050;14667,050
20170326;7;16050;15519,275
20170326;8;16900;16433,513
20170326;9;17250;17125,150
20170326;10;17300;17380,550
20170326;11;17300;17356,975
20170326;12;17400;17165,200
20170326;13;17000;16834,300
20170326;14;16700;16281,900
20170326;15;16400;16061,313
20170326;16;16700;16044,900
20170326;17;17700;16541,988
20170326;18;19200;18331,713
20170326;19;18800;18940,900
20170326;20;17900;18066,950
20170326;21;17000;17148,450
20170326;22;15800;16055,325
20170327;1;15000;15117,625
20170327;2;14500;14609,413
20170327;3;14400;14381,375
20170327;4;14500;14408,400
20170327;5;15000;14761,800
20170327;6;16400;15755,238
20170327;7;19300;18332,325
20170327;8;21100;20393,863
20170327;9;22050;21552,038
20170327;10;22150;21896,213
20170327;11;22050;21655,325
20170327;12;22250;21726,075
20170327;13;22350;21591,288
20170327;14;22350;21504,363
20170327;15;21850;21146,350
20170327;16;21450;20743,063
20170327;17;21050;20214,563
20170327;18;20850;19990,738
20170327;19;21150;20097,550
20170327;20;22900;21733,050
20170327;21;22600;22444,063
20170327;22;21200;21005,763
20170327;23;19400;19283,188
20170327;24;18100;17871,175
20170328;1;16900;16731,038
20170328;2;16300;16213,825
20170328;3;15900;15963,913
20170328;4;16000;15994,388
20170328;5;16500;16224,675
20170328;6;17400;16999,863
20170328;7;19900;19040,838
20170328;8;21400;20866,575
20170328;9;22050;21780,225
20170328;10;22050;21744,925
20170328;11;22100;21548,200
20170328;12;22150;21650,000
20170328;13;22150;21567,725
20170328;14;22250;21586,725
20170328;15;21750;21230,513
20170328;16;21250;20814,700
20170328;17;20950;20301,338
20170328;18;20750;20047,300
20170328;19;21600;20023,125
20170328;20;22900;21689,163
20170328;21;22400;22337,713
20170328;22;21100;20815,000
20170328;23;19350;19103,138
20170328;24;17850;17750,638
20170329;1;17000;16745,325
20170329;2;16400;16199,900
20170329;3;16100;15775,225
20170329;4;16200;15761,750
20170329;5;16700;16047,250
20170329;6;17600;16722,450
20170329;7;20000;18580,525
20170329;8;21600;20460,063
20170329;9;22100;21327,650
20170329;10;22200;21496,375
20170329;11;22200;21202,938
20170329;12;22200;21489,038
20170329;13;22250;21641,375
20170329;14;22250;21671,813
20170329;15;21750;21333,188
20170329;16;21250;21117,863
20170329;17;21050;20841,163
20170329;18;20900;20768,013
20170329;19;21500;20898,213
20170329;20;22900;22201,175
20170329;21;22600;22409,613
20170329;22;21300;20817,375
20170329;23;19500;19180,125
20170329;24;18050;17675,800
20170330;1;16800;16569,300
20170330;2;16200;16130,625
20170330;3;15900;15935,475
20170330;4;15900;15896,975
20170330;5;16400;16150,988
20170330;6;17400;16857,863
20170330;7;19800;18947,838
20170330;8;21400;20766,988
20170330;9;21900;21880,613
20170330;10;22000;22065,963
20170330;11;22100;21968,100
20170330;12;22100;22167,663
20170330;13;22200;22241,675
20170330;14;22300;22148,925
20170330;15;21800;21767,450
20170330;16;21200;21262,938
20170330;17;20900;20983,388
20170330;18;20700;20681,538
20170330;19;21300;20639,838
20170330;20;22900;21994,250
20170330;21;22600;22305,838
20170330;22;21300;20965,363
20170330;23;19600;19201,275
20170330;24;18100;17765,288
20170331;1;16800;16723,375
20170331;2;16200;16033,025
20170331;3;15900;15806,788
20170331;4;15900;15793,775
20170331;5;16300;15911,563
20170331;6;17400;16570,025
20170331;7;19800;18355,938
20170331;8;21200;20268,638
20170331;9;21700;21141,213
20170331;10;21800;21402,800
20170331;11;21700;21152,825
20170331;12;21700;21317,675
20170331;13;21750;21297,138
20170331;14;21750;21123,500
20170331;15;21350;20760,938
20170331;16;20850;20480,925
20170331;17;20350;19995,088
20170331;18;20000;19858,725
20170331;19;20600;19763,788
20170331;20;22700;21160,738
20170331;21;22400;21652,713
20170331;22;21100;20202,075
20170331;23;19300;18536,813
20170331;24;17850;17169,400
20170401;1;16900;16107,188
20170401;2;16200;15456,988
20170401;3;15700;15158,250
20170401;4;15700;15073,775
20170401;5;15800;15035,425
20170401;6;15700;15170,013
20170401;7;16500;15656,488
20170401;8;18000;16996,175
20170401;9;19000;18348,825
20170401;10;19400;19144,150
20170401;11;19500;19152,288
20170401;12;19400;19197,613
20170401;13;19100;18842,975
20170401;14;18900;18644,025
20170401;15;18100;18043,000
20170401;16;17700;17586,638
20170401;17;17400;17183,288
20170401;18;17500;17119,350
20170401;19;17900;17229,625
20170401;20;19700;18389,075
20170401;21;19800;19221,613
20170401;22;18500;18008,338
20170401;23;17300;16677,263
20170401;24;16100;15415,100
20170402;1;14900;14423,513
20170402;2;14300;13794,488
20170402;3;14100;13524,325
20170402;4;13900;13337,863
20170402;5;13900;13369,338
20170402;6;13900;13420,113
20170402;7;14000;13366,850
20170402;8;14900;14190,013
20170402;9;15900;15241,750
20170402;10;16500;16152,250
20170402;11;16800;16561,975
20170402;12;16800;16536,713
20170402;13;16800;16496,463
20170402;14;16800;16412,350
20170402;15;16300;16078,738
20170402;16;15900;15529,688
20170402;17;15600;15407,513
20170402;18;15900;15560,975
20170402;19;16900;16041,400
20170402;20;18800;17635,350
20170402;21;18500;18394,613
20170402;22;17800;17378,600
20170402;23;16800;16253,925
20170402;24;15600;15188,088
20170403;1;14400;14424,225
20170403;2;13900;14071,588
20170403;3;13600;13916,050
20170403;4;13800;14021,938
20170403;5;14400;14288,625
20170403;6;15500;15279,163
20170403;7;18800;17755,738
20170403;8;20500;19921,150
20170403;9;21300;20965,050
20170403;10;21500;21284,200
20170403;11;21600;21157,525
20170403;12;21700;21377,138
20170403;13;21600;21441,413
20170403;14;21700;21445,050
20170403;15;21100;21131,200
20170403;16;20800;20788,350
20170403;17;20600;20523,063
20170403;18;20300;20498,050
20170403;19;20500;20613,575
20170403;20;22300;21760,638
20170403;21;22300;22237,213
20170403;22;20800;20689,750
20170403;23;19100;19134,550
20170403;24;17600;17663,325
20170404;1;16500;16642,250
20170404;2;15900;16121,475
20170404;3;15700;15744,913
20170404;4;15700;15779,675
20170404;5;16100;16142,263
20170404;6;16800;16811,325
20170404;7;19600;18891,838
20170404;8;21000;20755,275
20170404;9;21600;21577,650
20170404;10;21600;21602,288
20170404;11;21600;21358,638
20170404;12;21600;21609,300
20170404;13;21700;21709,113
20170404;14;21600;21609,888
20170404;15;21300;21132,888
20170404;16;20800;20908,638
20170404;17;20400;20693,925
20170404;18;20100;20464,013
20170404;19;20300;20428,663
20170404;20;22300;21463,488
20170404;21;22200;22257,713
20170404;22;20700;20803,075
20170404;23;18900;19077,275
20170404;24;17500;17614,013
20170405;1;16400;16540,350
20170405;2;15800;15964,438
20170405;3;15600;15645,725
20170405;4;15600;15730,938
20170405;5;16000;15988,800
20170405;6;16700;16624,838
20170405;7;19500;18771,088
20170405;8;20900;20778,625
20170405;9;21500;21686,525
20170405;10;21500;21836,850
20170405;11;21500;21614,025
20170405;12;21500;21889,225
20170405;13;21600;21872,838
20170405;14;21700;21867,663
20170405;15;21400;21479,663
20170405;16;20900;21251,950
20170405;17;20500;20895,825
20170405;18;20200;20641,063
20170405;19;20400;20779,650
20170405;20;22200;21940,463
20170405;21;22100;22351,888
20170405;22;20600;20880,613
20170405;23;18800;19058,463
20170405;24;17400;17735,788
20170406;1;16800;16823,400
20170406;2;16300;16313,850
20170406;3;16000;15906,350
20170406;4;16000;15896,300
20170406;5;16600;16036,250
20170406;6;17600;16584,538
20170406;7;20300;18697,888
20170406;8;21700;20673,038
20170406;9;22100;21760,338
20170406;10;22100;21930,413
20170406;11;22000;21806,938
20170406;12;22000;22101,488
20170406;13;22100;22097,525
20170406;14;22200;21955,975
20170406;15;21900;21581,075
20170406;16;21500;21309,850
20170406;17;21200;21066,338
20170406;18;21000;20834,025
20170406;19;21400;20792,738
20170406;20;22900;21576,175
20170406;21;22800;22422,363
20170406;22;21300;20935,638
20170406;23;19500;19187,038
20170406;24;18100;17917,975
20170407;1;17100;16699,313
20170407;2;16500;16121,050
20170407;3;16100;15709,838
20170407;4;16100;15651,450
20170407;5;16700;16013,925
20170407;6;17800;16587,600
20170407;7;20500;18696,900
20170407;8;21800;20729,613
20170407;9;22300;21823,013
20170407;10;22300;22100,400
20170407;11;22200;22117,150
20170407;12;22300;22387,875
20170407;13;22500;22513,350
20170407;14;22500;22398,438
20170407;15;22100;21980,325
20170407;16;21800;21693,225
20170407;17;21400;21394,800
20170407;18;21300;21024,750
20170407;19;21700;21059,863
20170407;20;23000;21844,763
20170407;21;23000;22284,075
20170407;22;21600;20794,863
20170407;23;19800;19219,563
20170407;24;18300;18040,063
20170408;1;16500;16894,863
20170408;2;15800;16229,313
20170408;3;15400;15778,450
20170408;4;15400;15612,813
20170408;5;15400;15666,813
20170408;6;15400;15717,575
20170408;7;16700;16342,200
20170408;8;18200;17777,450
20170408;9;19300;18973,800
20170408;10;19600;19751,338
20170408;11;19600;19938,625
20170408;12;19500;19983,613
20170408;13;19400;19807,238
20170408;14;19200;19554,375
20170408;15;18400;18830,650
20170408;16;18000;18527,925
20170408;17;17700;18227,150
20170408;18;17700;18073,238
20170408;19;18000;18270,213
20170408;20;19700;19019,750
20170408;21;19700;19859,963
20170408;22;18500;18691,863
20170408;23;17200;17373,375
20170408;24;16100;16091,500
20170409;1;14700;14963,975
20170409;2;14100;14377,350
20170409;3;13800;14048,550
20170409;4;13600;13860,475
20170409;5;13600;13861,913
20170409;6;13600;13750,213
20170409;7;14000;13788,988
20170409;8;15100;14691,150
20170409;9;16100;15599,363
20170409;10;16700;16531,338
20170409;11;16900;16982,988
20170409;12;16900;16952,488
20170409;13;16900;17069,000
20170409;14;16900;17131,000
20170409;15;16500;16738,500
20170409;16;16000;16400,313
20170409;17;15800;16149,150
20170409;18;16100;16137,050
20170409;19;16900;16497,650
20170409;20;19000;17606,775
20170409;21;18800;18795,325
20170409;22;17800;17962,350
20170409;23;16800;16996,525
20170409;24;15600;15842,700
20170410;1;14600;14912,050
20170410;2;14200;14529,188
20170410;3;14000;14380,688
20170410;4;14200;14475,413
20170410;5;14700;14788,250
20170410;6;16100;15386,138
20170410;7;19400;18009,875
20170410;8;20800;20267,550
20170410;9;21500;21316,288
20170410;10;21500;21554,250
20170410;11;21700;21286,988
20170410;12;21700;21504,625
20170410;13;21800;21510,425
20170410;14;21800;21433,775
20170410;15;21300;20954,838
20170410;16;21000;20771,175
20170410;17;20700;20427,438
20170410;18;20400;20158,850
20170410;19;20800;20107,163
20170410;20;22500;21062,338
20170410;21;22500;22173,800
20170410;22;21000;20694,175
20170410;23;19400;18956,063
20170410;24;17900;17548,963
20170411;1;16600;16505,913
20170411;2;16000;16031,338
20170411;3;15700;15796,975
20170411;4;15800;15802,913
20170411;5;16200;16109,488
20170411;6;17200;16479,963
20170411;7;20000;18399,938
20170411;8;21400;20548,763
20170411;9;22000;21394,863
20170411;10;22000;21612,913
20170411;11;22000;21538,325
20170411;12;22100;21814,150
